TestNo,TestName
44,ru.lanwen.verbalregex.RealWorldUnitTest[unusualRegex]
45,ru.lanwen.verbalregex.RealWorldUnitTest[testTelephoneNumber]
46,ru.lanwen.verbalregex.RealWorldUnitTest[oneOfShouldFindEpisodeTitleOfStarWarsMovies]
47,ru.lanwen.verbalregex.UsageLibTest[staticFabricsRetunSameAsConstructorExpressions]
48,ru.lanwen.verbalregex.UsageLibTest[clonedBuilderEqualsOriginal]
49,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[oneOreMoreSameAsAtLeast1]
50,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testAnySameAsAnyOf]
51,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testLineBreak]
52,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testBr]
53,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testOr]
54,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testMultipleFromTo]
55,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testOneOfWithClosedCapture]
56,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testAnything]
57,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testSearchOneLine]
58,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testRangeWithMultiplyRanges]
59,ru.lanwen.verbalregex.NegativeCasesTest[orAfterCaptureProduceEmptyGroup]
60,ru.lanwen.verbalregex.NegativeCasesTest[orWithNullMatchesAny]
61,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[addRegexBuilderWrapsItWithUnsavedGroup]
62,ru.lanwen.verbalregex.NegativeCasesTest[multiplyWithNullOnCountEqualToWithOneAndMore]
63,ru.lanwen.verbalregex.UsageLibTest[clonedBuilderCantChangeOriginal]
64,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[multiplyWith2NumProduceSameAsCountRangeResult]
65,ru.lanwen.verbalregex.RealWorldUnitTest[complexPatternWithMultiplyCaptures]
66,ru.lanwen.verbalregex.PredefinedCharClassesTest[testDigit]
67,ru.lanwen.verbalregex.RealWorldUnitTest[testUrl]
68,ru.lanwen.verbalregex.BasicFunctionalityUnitTest[testEndOfLine]
